Phylum/broader classification,Order,Family,Genera,Species,LTU,Cruise Number,Date,Site,Tow Type,Tow #,Net #,Sample #,n,Label,Start Depth,End Depth,Depth Filtered,Volume Filtered,Corrected Volume Filtered,"Volume Filtered/10,000m3","n/10,000 m3","n/10,000m2",Mass (g),Mass Correction Factor,Corrected Mass (g),"g/10,000 m3","g/10,000m2",ETP Endemic?,Preservative,Broad Classification,Micronekton?,Jar Size,Comments
Mollusca,,,Squid,fam. gen. sp. juv.,Squid fam. gen. sp. juv.,DG5B,2021-04-07,CTA,Day,S10,5,690,8,DG5B_M10_S10_5_690_Squid fam. gen. sp. juv.,70.4,8,62.4,20168.4,11204.66667,1.120466667,7.139882192,445.5286488,0.21,1.00,0.21,0.187421908,11.69512703,,ETOH 100,Cephalopoda,Will be,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-04-07,CTA,Day,S10,5,690,28,DG5B_M10_S10_5_690_Sergestidae gen. sp. juv.,70.4,8,62.4,20168.4,11204.66667,1.120466667,24.98958767,1559.350271,0.15,5.09,0.76,0.681160357,42.50440626,,,Crustacea,Will be,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-04-07,CTA,Day,S10,5,690,4,DG5B_M10_S10_5_690_Sergestidae gen. sp. juv.,70.4,8,62.4,20168.4,11204.66667,1.120466667,3.569941096,222.7643244,0.10,5.09,0.51,0.454106904,28.33627084,,,Crustacea,Will be,,"Originally IDed as 'juvenile', not juvenile, by Ande Westerhausen"
Arthropoda,Euphausiacea,,Euphausiid,lobedeye,Euphausiid lobedeye,DG5B,2021-04-07,CTA,Day,S10,5,690,1,DG5B_M10_S10_5_690_Euphausiid lobedeye,70.4,8,62.4,20168.4,11204.66667,1.120466667,0.892485274,55.6910811,0.00,1.00,0.00,0,0,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5B,2021-04-07,CTA,Day,S10,5,690,1,DG5B_M10_S10_5_690_Euphausiid roundeye,70.4,8,62.4,20168.4,11204.66667,1.120466667,0.892485274,55.6910811,0.01,1.00,0.01,0.008924853,0.556910811,,,Euphausiid,YN,,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5B,2021-04-07,CTA,Day,S10,5,690,2,DG5B_M10_S10_5_690_Osteichthyes fam. gen. sp. juv.,70.4,8,62.4,20168.4,11204.66667,1.120466667,1.784970548,111.3821622,0.00,1.00,0.00,0,0,CD,ETOH 100,Fish,Will be,,
Arthropoda,Decapoda,Sergestoidea,Sergia,tenuiremis,Sergia tenuiremis,DG5B,2021-04-08,CTA,Day,S11,5,759,1,DG5B_M10_S11_5_759_Sergia tenuiremis,90.4,3.5,86.9,29310.8,16283.77778,1.628377778,0.61410811,53.36599479,0.81,1.38,1.11,0.680695619,59.15244927,,,Crustacea,Yes,,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5B,2021-04-08,CTA,Day,S11,5,760,3,DG5B_M10_S11_5_760_Osteichthyes fam. gen. sp. juv.,90.4,3.5,86.9,29310.8,16283.77778,1.628377778,1.842324331,160.0979844,0.10,1.00,0.10,0.061410811,5.336599479,CD,ETOH 100,Fish,Will be,VIAL,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5B,2021-04-08,CTA,Day,S11,5,761,1,DG5B_M10_S11_5_761_Cyclothone acclinidens,90.4,3.5,86.9,29310.8,16283.77778,1.628377778,0.61410811,53.36599479,0.05,2.18,0.11,0.066880551,5.811919887,No,,Fish,Yes,,
Mollusca,,,Squid,fam. gen. sp. juv.,Squid fam. gen. sp. juv.,DG5B,2021-04-08,CTA,Day,S11,5,762,10,DG5B_M10_S11_5_762_Squid fam. gen. sp. juv.,90.4,3.5,86.9,29310.8,16283.77778,1.628377778,6.141081103,533.6599479,0.18,1.00,0.18,0.11053946,9.605879062,,ETOH 100,Cephalopoda,Will be,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-04-08,CTA,Day,S11,5,762,26,DG5B_M10_S11_5_762_Sergestidae gen. sp. juv.,90.4,3.5,86.9,29310.8,16283.77778,1.628377778,15.96681087,1387.515864,0.14,5.09,0.71,0.437451505,38.01453577,,,Crustacea,Will be,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-04-08,CTA,Day,S11,5,762,1,DG5B_M10_S11_5_762_Sergestidae gen. sp. juv.,90.4,3.5,86.9,29310.8,16283.77778,1.628377778,0.61410811,53.36599479,0.00,5.09,0.00,0,0,,,Crustacea,Will be,,"Originally IDed as 'juvenile', not juvenile, by Ande Westerhausen"
Arthropoda,Euphausiacea,,Euphausiid,lobedeye,Euphausiid lobedeye,DG5B,2021-04-08,CTA,Day,S11,5,762,2,DG5B_M10_S11_5_762_Euphausiid lobedeye,90.4,3.5,86.9,29310.8,16283.77778,1.628377778,1.228216221,106.7319896,0.00,1.00,0.00,0,0,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5B,2021-04-08,CTA,Day,S11,5,762,7,DG5B_M10_S11_5_762_Euphausiid roundeye,90.4,3.5,86.9,29310.8,16283.77778,1.628377778,4.298756772,373.5619635,0.14,1.00,0.14,0.085975135,7.47123927,,,Euphausiid,YN,,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5B,2021-04-08,CTA,Day,S11,5,762,3,DG5B_M10_S11_5_762_Osteichthyes fam. gen. sp. juv.,90.4,3.5,86.9,29310.8,16283.77778,1.628377778,1.842324331,160.0979844,0.00,1.00,0.00,0,0,CD,ETOH 100,Fish,Will be,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,sp.,Cyclothone sp.,DG5B,2021-04-09,CTA,Day,S12,5,831,1,DG5B_M10_S12_5_831_Cyclothone sp.,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,0.872900795,69.74477351,0.02,2.18,0.04,0.038025934,3.038272126,CD,,Fish,Yes,,
Chordata,Myctophiformes,Myctophidae,Diaphus,pacificus,Diaphus pacificus,DG5B,2021-04-09,CTA,Day,S12,5,832,1,DG5B_M10_S12_5_832_Diaphus pacificus,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,0.872900795,69.74477351,0.03,1.67,0.05,0.04371868,3.493122555,Yes,10% formalin,Fish,Yes,,
Chordata,Lampriformes,Lophotidae,Eumecichthys,fiski,Eumecichthys fiski,DG5B,2021-04-09,CTA,Day,S12,5,833,1,DG5B_M10_S12_5_833_Eumecichthys fiski,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,0.872900795,69.74477351,0.02,1.00,0.02,0.017458016,1.39489547,No,,Fish,Yes,,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5B,2021-04-09,CTA,Day,S12,5,834,3,DG5B_M10_S12_5_834_Osteichthyes fam. gen. sp. juv.,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,2.618702384,209.2343205,0.10,1.00,0.10,0.087290079,6.974477351,CD,10% formalin,Fish,Will be,VIAL,
Arthropoda,Amphipoda,,Amphipoda,fam. gen. sp.,Amphipoda fam. gen. sp.,DG5B,2021-04-09,CTA,Day,S12,5,835,1,DG5B_M10_S12_5_835_Amphipoda fam. gen. sp.,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,0.872900795,69.74477351,0.10,1.00,0.10,0.087290079,6.974477351,,10% formalin,Crustacea,YN,VIAL,
Mollusca,,,Squid,fam. gen. sp. juv.,Squid fam. gen. sp. juv.,DG5B,2021-04-09,CTA,Day,S12,5,836,17,DG5B_M10_S12_5_836_Squid fam. gen. sp. juv.,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,14.83931351,1185.66115,0.40,1.00,0.40,0.349160318,27.8979094,,ETOH 100,Cephalopoda,Will be,,
Mollusca,,,Squid,fam. gen. sp. juv.,Squid fam. gen. sp. juv.,DG5B,2021-04-09,CTA,Day,S12,5,836,11,DG5B_M10_S12_5_836_Squid fam. gen. sp. juv.,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,9.601908743,767.1925086,0.26,1.00,0.26,0.226954207,18.13364111,,ETOH 100,Cephalopoda,Will be,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-04-09,CTA,Day,S12,5,836,12,DG5B_M10_S12_5_836_Sergestidae gen. sp. juv.,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,10.47480954,836.9372821,0.05,5.09,0.25,0.222071047,17.74347663,,,Crustacea,Will be,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-04-09,CTA,Day,S12,5,836,7,DG5B_M10_S12_5_836_Sergestidae gen. sp. juv.,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,6.110305564,488.2134145,0.06,5.09,0.31,0.266485256,21.29217195,,,Crustacea,Will be,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-04-09,CTA,Day,S12,5,836,1,DG5B_M10_S12_5_836_Sergestidae gen. sp. juv.,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,0.872900795,69.74477351,0.02,5.09,0.10,0.088828419,7.097390651,,,Crustacea,Will be,,"Originally IDed as 'juvenile', not juvenile, by Ande Westerhausen"
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-04-09,CTA,Day,S12,5,836,1,DG5B_M10_S12_5_836_Sergestidae gen. sp. juv.,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,0.872900795,69.74477351,0.00,5.09,0.00,0,0,,,Crustacea,Will be,,"Originally IDed as 'juvenile', not juvenile, by Ande Westerhausen"
Arthropoda,Euphausiacea,,Euphausiid,lobedeye,Euphausiid lobedeye,DG5B,2021-04-09,CTA,Day,S12,5,836,1,DG5B_M10_S12_5_836_Euphausiid lobedeye,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,0.872900795,69.74477351,0.01,1.00,0.01,0.008729008,0.697447735,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5B,2021-04-09,CTA,Day,S12,5,836,2,DG5B_M10_S12_5_836_Euphausiid roundeye,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,1.74580159,139.489547,0.03,1.00,0.03,0.026187024,2.092343205,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5B,2021-04-09,CTA,Day,S12,5,836,1,DG5B_M10_S12_5_836_Euphausiid roundeye,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,0.872900795,69.74477351,0.01,1.00,0.01,0.008729008,0.697447735,,,Euphausiid,YN,,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5B,2021-04-09,CTA,Day,S12,5,836,1,DG5B_M10_S12_5_836_Osteichthyes fam. gen. sp. juv.,89.8,9.9,79.9,20620.9,11456.05556,1.145605556,0.872900795,69.74477351,0.02,1.00,0.02,0.017458016,1.39489547,CD,ETOH 100,Fish,Will be,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5B,2021-04-15,PRZ,Day,S13,5,899,1,DG5B_M10_S13_5_899_Scopelogadus bispinosus,70.2,5.1,65.1,26326.2,14625.66667,1.462566667,0.683729517,44.51079153,0.24,1.94,0.47,0.31826742,20.71920907,Maybe,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5B,2021-04-15,PRZ,Day,S13,5,900,1,DG5B_M10_S13_5_900_Cyclothone acclinidens,70.2,5.1,65.1,26326.2,14625.66667,1.462566667,0.683729517,44.51079153,0.10,2.18,0.22,0.148925592,9.695056019,No,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,sp.,Cyclothone sp.,DG5B,2021-04-15,PRZ,Day,S13,5,900,1,DG5B_M10_S13_5_900_Cyclothone sp.,70.2,5.1,65.1,26326.2,14625.66667,1.462566667,0.683729517,44.51079153,0.01,2.18,0.02,0.014892559,0.969505602,CD,,Fish,Yes,,
Mollusca,,,Squid,fam. gen. sp. juv.,Squid fam. gen. sp. juv.,DG5B,2021-04-15,PRZ,Day,S13,5,902,1,DG5B_M10_S13_5_902_Squid fam. gen. sp. juv.,70.2,5.1,65.1,26326.2,14625.66667,1.462566667,0.683729517,44.51079153,0.00,1.00,0.00,0,0,,ETOH 100,Cephalopoda,Will be,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-04-15,PRZ,Day,S13,5,902,4,DG5B_M10_S13_5_902_Sergestidae gen. sp. juv.,70.2,5.1,65.1,26326.2,14625.66667,1.462566667,2.734918066,178.0431661,0.00,5.09,0.00,0,0,,,Crustacea,Will be,,
Arthropoda,Euphausiacea,,Euphausiid,lobedeye,Euphausiid lobedeye,DG5B,2021-04-15,PRZ,Day,S13,5,902,1,DG5B_M10_S13_5_902_Euphausiid lobedeye,70.2,5.1,65.1,26326.2,14625.66667,1.462566667,0.683729517,44.51079153,0.00,1.00,0.00,0,0,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5B,2021-04-15,PRZ,Day,S13,5,902,3,DG5B_M10_S13_5_902_Euphausiid roundeye,70.2,5.1,65.1,26326.2,14625.66667,1.462566667,2.05118855,133.5323746,0.01,1.00,0.01,0.006837295,0.445107915,,,Euphausiid,YN,,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5B,2021-04-15,PRZ,Day,S13,5,902,2,DG5B_M10_S13_5_902_Osteichthyes fam. gen. sp. juv.,70.2,5.1,65.1,26326.2,14625.66667,1.462566667,1.367459033,89.02158306,0.00,1.00,0.00,0,0,CD,ETOH 100,Fish,Will be,,
Chordata,Gadiformes,Macrouridae,Nezumia,parini,Nezumia parini,DG5C,2021-10-04,PRZ,Night,S14,1,1,1,DG5C_M10_S14_1_1_Nezumia parini,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,19.01,1.67,31.80,7.787628608,3913.283376,OMZ,10% formalin,Fish,Yes,16,
Chordata,Alepocephaliformes,Alepocephalidae,Bathylaco,nigricans,Bathylaco nigricans,DG5C,2021-10-04,PRZ,Night,S14,1,2,1,DG5C_M10_S14_1_2_Bathylaco nigricans,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,46.46,1.74,80.74,19.77075855,9934.806172,No,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5C,2021-10-04,PRZ,Night,S14,1,3,9,DG5C_M10_S14_1_3_Cyclothone acclinidens,1503,1000.5,502.5,40837,40837,4.0837,2.203883733,1107.451576,1.41,2.18,3.07,0.752056186,377.9082336,No,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,pallida,Cyclothone pallida,DG5C,2021-10-04,PRZ,Night,S14,1,3,1,DG5C_M10_S14_1_3_Cyclothone pallida,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,0.52,2.18,1.13,0.277354054,139.3704124,No,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,sp.,Cyclothone sp.,DG5C,2021-10-04,PRZ,Night,S14,1,3,12,DG5C_M10_S14_1_3_Cyclothone sp.,1503,1000.5,502.5,40837,40837,4.0837,2.938511644,1476.602101,1.35,2.18,2.94,0.720053795,361.8270321,CD,,Fish,Yes,,too damaged or teeth broken/jaw damaged and cannot be determined
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-04,PRZ,Night,S14,1,3,1,DG5C_M10_S14_1_3_Scopelogadus bispinosus,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,,1.94,0.00,0,0,Maybe,,Fish,Yes,,
Chordata,Trachichthyiformes,Anoplogasteridae,Anoplogaster,cornuta,Anoplogaster cornuta,DG5C,2021-10-04,PRZ,Night,S14,1,4,1,DG5C_M10_S14_1_4_Anoplogaster cornuta,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,56.50,1.48,83.72,20.50072351,10301.61357,No,ETOH,Fish,Yes,32,No
Chordata,Myctophiformes,Myctophidae,Diogenicthys,laternatus,Diogenicthys laternatus,DG5C,2021-10-04,PRZ,Night,S14,1,5,1,DG5C_M10_S14_1_5_Diogenicthys laternatus,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,0.10,1.67,0.17,0.040881523,20.54296546,Yes,ETOH 100,Fish,Yes,,
Chordata,Myctophiformes,Myctophidae,Lampanyctus,omostigma,Lampanyctus omostigma,DG5C,2021-10-04,PRZ,Night,S14,1,5,2,DG5C_M10_S14_1_5_Lampanyctus omostigma,1503,1000.5,502.5,40837,40837,4.0837,0.489751941,246.1003502,1.27,1.67,2.12,0.519195346,260.8956614,Yes,,Fish,Yes,,
Chordata,Myctophiformes,Myctophidae,Lampanyctus,omostigma?,Lampanyctus omostigma?,DG5C,2021-10-04,PRZ,Night,S14,1,5,1,DG5C_M10_S14_1_5_Lampanyctus omostigma?,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,0.20,1.67,0.33,0.081763047,41.08593093,Yes,,Fish,Yes,,
Chordata,Myctophiformes,Myctophidae,Lampanyctus,parvicauda,Lampanyctus parvicauda,DG5C,2021-10-04,PRZ,Night,S14,1,5,2,DG5C_M10_S14_1_5_Lampanyctus parvicauda,1503,1000.5,502.5,40837,40837,4.0837,0.489751941,246.1003502,0.91,1.67,1.52,0.372021862,186.9409857,Yes,ETOH 100,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5C,2021-10-04,PRZ,Night,S14,1,6,9,DG5C_M10_S14_1_6_Scopeloberyx malayanus,1503,1000.5,502.5,40837,40837,4.0837,2.203883733,1107.451576,3.60,1.94,6.98,1.709799888,859.174444,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Poromitra,oscitans,Poromitra oscitans,DG5C,2021-10-04,PRZ,Night,S14,1,6,2,DG5C_M10_S14_1_6_Poromitra oscitans,1503,1000.5,502.5,40837,40837,4.0837,0.489751941,246.1003502,6.75,1.94,13.09,3.205874791,1610.952082,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaes,macrocephalus,Melamphaes macrocephalus,DG5C,2021-10-04,PRZ,Night,S14,1,6,1,DG5C_M10_S14_1_6_Melamphaes macrocephalus,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,1.15,1.94,2.23,0.546186075,274.4585029,Yes,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaes,spinifer,Melamphaes spinifer,DG5C,2021-10-04,PRZ,Night,S14,1,6,2,DG5C_M10_S14_1_6_Melamphaes spinifer,1503,1000.5,502.5,40837,40837,4.0837,0.489751941,246.1003502,1.21,1.94,2.35,0.57468274,288.778077,Yes,,Fish,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,brevicarinata,Acanthephyra brevicarinata,DG5C,2021-10-04,PRZ,Night,S14,1,7,4,DG5C_M10_S14_1_7_Acanthephyra brevicarinata,1503,1000.5,502.5,40837,40837,4.0837,0.979503881,492.2007003,26.69,1.00,26.69,6.535739648,3284.209173,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,brevirostris,Acanthephyra brevirostris,DG5C,2021-10-04,PRZ,Night,S14,1,7,1,DG5C_M10_S14_1_7_Acanthephyra brevirostris,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,0.23,1.00,0.23,0.057300977,28.79374097,,,Crustacea,Yes,,
Arthropoda,Decapoda,Oplophoridae,Systellaspis,cristata,Systellaspis cristata,DG5C,2021-10-04,PRZ,Night,S14,1,7,1,DG5C_M10_S14_1_7_Systellaspis cristata,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,2.32,1.17,2.71,0.662699606,333.006552,,,Crustacea,Yes,,
Arthropoda,Decapoda,Pasiphaeidae,Pasiphaeidae,gen. sp.,Pasiphaeidae gen. sp.,DG5C,2021-10-04,PRZ,Night,S14,1,8,1,DG5C_M10_S14_1_8_Pasiphaeidae gen. sp.,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,6.40,1.25,8.00,1.959071163,984.4332594,,ETOH,Crustacea,Yes,4,Lost by FedEx
Arthropoda,Lophogastrida,Gnathophausiidae,Gnathophausia,sp.,Gnathophausia sp.,DG5C,2021-10-04,PRZ,Night,S14,1,9,1,DG5C_M10_S14_1_9_Gnathophausia sp.,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,5.25,1.44,7.57,1.852829449,931.0467983,,ETOH,Crustacea,Yes,4,Lost by FedEx
Arthropoda,Euphausiacea,Bentheuphausiidae,Bentheuphausia,amblyops,Bentheuphausia amblyops,DG5C,2021-10-04,PRZ,Night,S14,1,10,8,DG5C_M10_S14_1_10_Bentheuphausia amblyops,1503,1000.5,502.5,40837,40837,4.0837,1.959007763,984.4014007,1.05,1.00,1.05,0.257119769,129.2026838,,ETOH,Euphausiid,YN,SCINT,
Chordata,Anguilliformes,Serrivomeridae,Serrivomer,sp.,Serrivomer sp.,DG5C,2021-10-04,PRZ,Night,S14,1,11,1,DG5C_M10_S14_1_11_Serrivomer sp.,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,9.47,2.25,21.31,5.219047468,2622.571352,CD,,Fish,Yes,,
Arthropoda,Mysida,,Mysida,fam. gen. sp.,Mysida fam. gen. sp.,DG5C,2021-10-04,PRZ,Night,S14,1,13,34,DG5C_M10_S14_1_13_Mysida fam. gen. sp.,1503,1000.5,502.5,40837,40837,4.0837,8.325782991,4183.705953,6.55,1.44,9.42,2.307630858,1159.584506,,ETOH,Crustacea,Yes,2,Lost by FedEx
Arthropoda,Amphipoda,,Amphipoda,fam. gen. sp.,Amphipoda fam. gen. sp.,DG5C,2021-10-04,PRZ,Night,S14,1,14,12,DG5C_M10_S14_1_14_Amphipoda fam. gen. sp.,1503,1000.5,502.5,40837,40837,4.0837,2.938511644,1476.602101,1.45,1.00,1.45,0.355070157,178.4227539,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Decapoda,Penaeoidea,Gennadas,sordidus,Gennadas sordidus,DG5C,2021-10-04,PRZ,Night,S14,1,15,1,DG5C_M10_S14_1_15_Gennadas sordidus,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,0.14,2.00,0.28,0.069658228,35.00325968,,,Crustacea,Yes,,
Mollusca,Oegopsina,Squid,Squid,stet.,Squid stet.,DG5C,2021-10-04,PRZ,Night,S14,1,16,2,DG5C_M10_S14_1_16_Squid stet.,1503,1000.5,502.5,40837,40837,4.0837,0.489751941,246.1003502,4.80,1.00,4.80,1.175404658,590.6408404,,ETOH,Cephalopoda,Yes,2,
Arthropoda,Decapoda,Sergestoidea,Sergia,laminata,Sergia laminata,DG5C,2021-10-04,PRZ,Night,S14,1,17,2,DG5C_M10_S14_1_17_Sergia laminata,1503,1000.5,502.5,40837,40837,4.0837,0.489751941,246.1003502,0.20,1.38,0.27,0.066086763,33.20859864,,,Crustacea,Yes,,
Chordata,Alepocephaliformes,Alepocephalidae,Bathylaco,nigricans,Bathylaco nigricans,DG5C,2021-10-04,PRZ,Night,S14,1,18,1,DG5C_M10_S14_1_18_Bathylaco nigricans,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,0.09,1.74,0.16,0.03829893,19.24521213,No,,Fish,Yes,,
Mollusca,Vampyromorphida,Vampyroteuthidae,Vampyroteuthis,infernalis,Vampyroteuthis infernalis,DG5C,2021-10-04,PRZ,Night,S14,1,19,1,DG5C_M10_S14_1_19_Vampyroteuthis infernalis,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,1.90,1.00,1.90,0.465264344,233.7953327,,ETOH,Cephalopoda,Yes,SCINT,
Arthropoda,Leptostraca,Neballidae,Nebalia,sp.,Nebalia sp.,DG5C,2021-10-04,PRZ,Night,S14,1,20,1,DG5C_M10_S14_1_20_Nebalia sp.,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,0.30,1.00,0.30,0.073462791,36.91505253,,ETOH,Crustacea,Yes,SCINT,Lost by FedEx/not IDed by Tammy
Mollusca,,,Squid,fam. gen. sp. juv.,Squid fam. gen. sp. juv.,DG5C,2021-10-04,PRZ,Night,S14,1,21,1,DG5C_M10_S14_1_21_Squid fam. gen. sp. juv.,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,0.00,1.00,0.00,0,0,,ETOH 100,Cephalopoda,Will be,,
Arthropoda,Euphausiacea,,Euphausiid,lobedeye,Euphausiid lobedeye,DG5C,2021-10-04,PRZ,Night,S14,1,21,2,DG5C_M10_S14_1_21_Euphausiid lobedeye,1503,1000.5,502.5,40837,40837,4.0837,0.489751941,246.1003502,0.01,1.00,0.01,0.00244876,1.230501751,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5C,2021-10-04,PRZ,Night,S14,1,21,23,DG5C_M10_S14_1_21_Euphausiid roundeye,1503,1000.5,502.5,40837,40837,4.0837,5.632147317,2830.154027,0.18,1.00,0.18,0.044077675,22.14903152,,,Euphausiid,YN,,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5C,2021-10-04,PRZ,Night,S14,1,21,1,DG5C_M10_S14_1_21_Osteichthyes fam. gen. sp. juv.,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,0.00,1.00,0.00,0,0,CD,ETOH 100,Fish,Will be,,
Chordata,Beryciformes,Melamphaidae,Poromitra,nigrofulva,Poromitra nigrofulva,DG5C,2021-10-04,PRZ,Night,S14,1,24,1,DG5C_M10_S14_1_24_Poromitra nigrofulva,1503,1000.5,502.5,40837,40837,4.0837,0.24487597,123.0501751,13.70,1.94,26.57,6.506738464,3269.636078,OMZ,,Fish,Yes,,
Chordata,Anguilliformes,Serrivomeridae,Serrivomer,sp.,Serrivomer sp.,DG5C,2021-10-05,PRZ,Night,S15,1,73,3,DG5C_M10_S15_1_73_Serrivomer sp.,1501,1001.8,499.2,36798.3,36798.3,3.67983,0.815255053,406.9753222,30.49,2.25,68.62,18.64767822,9308.920969,CD,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5C,2021-10-05,PRZ,Night,S15,1,74,11,DG5C_M10_S15_1_74_Cyclothone acclinidens,1501,1001.8,499.2,36798.3,36798.3,3.67983,2.989268526,1492.242848,2.12,2.18,4.62,1.254853744,626.4229889,No,,Fish,Yes,,
